Name,Type,RA,Dec,Const
IC3858,*,12:53:55.54,+20:47:20.5,Com
IC3859,G,12:54:19.86,-09:07:03.8,Vir
IC3860,G,12:54:06.71,+19:18:02.6,Com
IC3861,G,12:53:50.83,+38:16:54.5,CVn
IC3862,G,12:53:52.96,+36:05:13.0,CVn
IC3863,G,12:53:53.84,+38:28:49.6,CVn
IC3864,G,12:54:12.34,+18:57:04.6,Com
IC3865,G,12:54:14.15,+18:52:08.2,Com
IC3866,GPair,12:54:15.22,+22:21:42.6,Com
IC3866 NED01,G,12:54:14.97,+22:21:34.7,Com
IC3866 NED02,G,12:54:15.50,+22:21:51.4,Com
IC3867,G,12:54:19.58,+18:56:30.5,Com
IC3868,G,12:54:21.00,+18:59:25.2,Com
IC3869,G,12:54:21.27,+18:58:17.1,Com
IC3870,G,12:54:21.58,+22:22:54.1,Com
IC3871,G,12:54:25.67,+18:55:44.9,Com
IC3872,G,12:54:30.56,+18:57:47.4,Com
IC3873,G,12:54:31.60,+18:52:57.6,Com
IC3874,G,12:54:34.42,+18:57:25.2,Com
IC3875,G,12:54:37.17,+22:02:11.2,Com
IC3876,G,12:54:48.33,+19:00:55.2,Com
IC3877,G,12:54:48.68,+19:10:41.8,Com
IC3878,*,12:54:29.56,+40:04:11.0,CVn
IC3879,G,12:54:31.87,+38:37:42.8,CVn
IC3880,G,12:54:47.99,+22:30:08.0,Com
IC3881,G,12:54:53.95,+19:07:05.0,Com
IC3882,G,12:54:53.71,+22:34:32.1,Com
IC3883,G,12:55:13.52,-08:07:11.1,Vir
IC3884,G,12:54:57.73,+19:40:52.6,Com
IC3885,G,12:54:42.73,+37:09:17.0,CVn
IC3886,G,12:55:00.30,+19:00:42.1,Com
IC3887,**,12:54:43.77,+40:18:16.7,CVn
IC3888,G,12:54:46.37,+39:34:16.6,CVn
IC3889,*,12:54:50.90,+36:01:00.6,CVn
IC3890,G,12:54:50.26,+37:11:07.1,CVn
IC3891,G,12:54:58.25,+36:03:09.8,CVn
IC3892,G,12:55:06.04,+39:13:19.0,CVn
IC3893,G,12:55:07.45,+38:37:25.9,CVn
IC3894,**,12:55:27.61,+19:04:08.8,Com
IC3895,G,12:55:09.23,+39:12:11.7,CVn
IC3896,G,12:56:43.23,-50:20:48.7,Cen
IC3897,G,12:55:19.10,+39:40:21.4,CVn
IC3898,G,12:55:23.84,+37:34:58.4,CVn
IC3899,G,12:55:40.66,+20:38:11.2,Com
IC3900,G,12:55:41.30,+27:15:02.7,Com
IC3901,*,12:55:50.50,+21:56:20.5,Com
IC3902,*,12:55:38.58,+35:59:45.0,CVn
IC3903,*,12:55:38.74,+40:23:58.8,CVn
IC3904,G,12:55:45.60,+36:17:36.3,CVn
IC3905,GTrpl,12:56:08.59,+19:51:07.5,Com
IC3905 NED01,G,12:56:07.99,+19:51:21.2,Com
IC3905 NED02,G,12:56:08.58,+19:51:11.6,Com
IC3905 NED03,G,12:56:09.27,+19:50:48.2,Com
IC3906,*,12:55:51.06,+40:27:49.9,CVn
IC3907,G,12:56:18.18,+18:47:02.5,Com
IC3908,G,12:56:40.62,-07:33:46.0,Vir
IC3909,G,12:56:02.82,+40:23:07.6,CVn
IC3910,**,12:56:04.53,+39:43:11.6,CVn
IC3911,GPair,12:56:09.43,+35:38:17.7,CVn
IC3911 NED01,G,12:56:09.22,+35:38:12.3,CVn
IC3911 NED02,G,12:56:09.60,+35:38:23.0,CVn
IC3912,*,12:56:07.54,+39:54:38.4,CVn
IC3913,G,12:56:28.57,+27:17:28.6,Com
IC3914,G,12:56:22.78,+36:21:39.3,CVn
IC3915,*,12:56:39.02,+20:17:30.1,Com
IC3916,G,12:56:31.17,+38:36:48.4,CVn
IC3917,*,12:56:51.63,+22:00:21.8,Com
IC3918,G,12:56:53.54,+22:22:25.0,Com
IC3919,G,12:56:48.71,+38:35:19.5,CVn
IC3920,G,12:56:50.05,+39:57:31.2,CVn
IC3921,G,12:56:56.65,+38:38:22.2,CVn
IC3922,G,12:56:57.50,+38:28:41.8,CVn
IC3923,**,12:57:01.13,+37:57:20.6,CVn
IC3924,G,12:57:24.88,+18:46:53.5,Com
IC3925,**,12:57:15.12,+36:25:19.2,CVn
IC3926,*,12:57:30.41,+22:48:43.0,Com
IC3927,G,12:58:10.39,-22:52:33.7,Hya
IC3928,G,12:57:18.29,+40:26:29.8,CVn
IC3929,G,12:57:41.09,+20:23:48.8,Com
IC3930,G,12:57:22.39,+38:45:53.7,CVn
IC3931,G,12:57:57.20,+19:37:03.5,Com
IC3932,*,12:58:05.30,+19:35:00.4,Com
IC3933,*,12:57:57.20,+36:38:42.2,CVn
IC3934,G,12:58:17.56,+18:49:31.5,Com
IC3935,Dup,12:58:12.68,+26:23:48.8,Com
IC3936,Other,12:58:19.93,+19:03:29.8,Com
IC3937,G,12:58:24.74,+18:49:07.2,Com
IC3938,*,12:58:25.36,+18:45:09.5,Com
IC3939,*,12:58:28.02,+18:45:06.7,Com
IC3940,G,12:58:16.47,+35:50:20.2,CVn
IC3941,G,12:58:13.91,+39:46:22.2,CVn
IC3942,*,12:58:19.89,+36:06:31.5,CVn
IC3943,G,12:58:36.35,+28:06:49.5,Com
IC3944,G,12:58:44.75,+23:46:51.8,Com
IC3945,G,12:58:29.63,+39:56:09.3,CVn
IC3946,G,12:58:48.72,+27:48:37.4,Com
IC3947,G,12:58:52.10,+27:47:06.2,Com
IC3948,G,12:58:58.15,+24:03:40.9,Com
IC3949,G,12:58:56.01,+27:50:00.1,Com
IC3950,G,12:59:06.12,+18:44:08.2,Com
IC3951,G,12:59:10.20,+18:45:51.4,Com
IC3952,G,12:58:52.15,+38:52:10.2,CVn
IC3953,G,12:59:09.12,+23:05:11.8,Com
IC3954,G,12:59:12.65,+19:16:22.6,Com
IC3955,G,12:59:06.03,+27:59:48.1,Com
IC3956,G,12:58:56.38,+37:23:53.4,CVn
IC3957,G,12:59:07.49,+27:46:04.0,Com
IC3958,G,12:59:11.41,+24:01:20.2,Com
IC3959,G,12:59:08.20,+27:47:02.9,Com
IC3960,G,12:59:07.96,+27:51:18.0,Com
IC3961,Dup,12:59:02.34,+34:51:34.0,CVn
IC3962,*,12:59:14.98,+23:40:04.8,Com
IC3963,G,12:59:13.50,+27:46:28.6,Com
IC3964,*,12:59:13.73,+27:51:03.4,Com
IC3965,G,12:59:22.68,+18:50:34.6,Com
IC3966,G,12:59:13.12,+35:51:19.2,CVn
IC3967,G,12:59:12.90,+36:07:45.4,CVn
IC3968,G,12:59:25.49,+27:58:23.5,Com
IC3969,GTrpl,12:59:32.91,+19:39:07.2,Com
IC3969 NED01,G,12:59:32.71,+19:39:11.0,Com
IC3969 NED02,G,12:59:32.65,+19:38:51.2,Com
IC3969 NED03,G,12:59:33.73,+19:39:17.1,Com
IC3970,*,12:59:11.43,+40:24:06.9,CVn
IC3971,G,12:59:31.79,+22:50:41.3,Com
IC3972,*,12:59:17.15,+37:16:44.9,CVn
IC3973,G,12:59:30.82,+27:53:03.2,Com
IC3974,Dup,13:05:20.20,-35:20:14.7,Cen
IC3975,G,12:59:15.69,+38:52:57.9,CVn
IC3976,G,12:59:29.40,+27:51:00.5,Com
IC3977,*,12:59:19.66,+36:47:53.1,CVn
IC3978,G,12:59:37.45,+19:37:20.0,Com
IC3979,*,12:59:20.75,+36:19:27.6,CVn
IC3980,G,12:59:18.60,+39:09:04.5,CVn
IC3981,*,12:59:21.45,+37:13:40.1,CVn
IC3982,*,12:59:18.59,+40:04:49.9,CVn
IC3983,**,12:59:20.51,+39:14:47.9,CVn
IC3984,G,12:59:40.26,+19:37:23.1,Com
IC3985,G,12:59:43.15,+19:35:28.0,Com
IC3986,G,13:01:32.14,-32:17:27.8,Cen
IC3987,G,12:59:25.04,+38:44:00.4,CVn
IC3988,*,12:59:26.82,+37:14:41.9,CVn
IC3989,*,12:59:28.74,+36:45:23.7,CVn
IC3990,G,12:59:39.11,+28:53:43.9,Com
IC3991,G,12:59:39.79,+28:55:35.7,Com
IC3992,*,12:59:33.29,+36:46:18.6,CVn
IC3993,G,12:59:30.47,+40:36:06.4,CVn
IC3994,G,12:59:50.84,+22:43:00.3,Com
IC3995,*,12:59:33.93,+39:02:23.2,CVn
IC3996,**,12:59:31.50,+40:28:03.2,CVn
IC3997,G,12:59:36.93,+36:41:44.4,CVn
IC3998,G,12:59:46.78,+27:58:25.9,Com
IC3999,Dup,12:59:30.82,-14:07:56.4,Vir
IC4000,G,12:59:36.62,+39:35:15.9,CVn
IC4001,G,12:59:37.93,+38:52:12.9,CVn
IC4002,G,12:59:40.61,+36:45:48.5,CVn
IC4003,G,12:59:39.33,+38:48:56.1,CVn
IC4004,G,12:59:42.77,+38:48:40.7,CVn
IC4005,**,13:00:02.54,+22:38:23.7,Com
IC4006,*,12:59:48.72,+37:00:39.9,CVn
IC4007,G,13:00:06.99,+19:57:52.8,Com
IC4008,**,13:00:05.74,+22:21:01.8,Com
IC4009,*,12:59:52.80,+36:39:38.7,CVn
IC4010,G,12:59:54.04,+37:51:32.8,CVn
IC4011,G,13:00:06.39,+28:00:14.9,Com
IC4012,G,13:00:07.99,+28:04:42.8,Com
IC4013,*,12:59:57.83,+37:11:57.8,CVn
IC4014,G,13:00:13.90,+22:29:58.6,Com
IC4015,Dup,12:59:59.61,+37:11:36.2,CVn
IC4016,Dup,12:59:59.84,+37:11:17.3,CVn
IC4017,G,13:00:15.92,+22:33:20.5,Com
IC4018,G,12:59:57.44,+40:29:19.4,CVn
IC4019,**,13:00:17.43,+23:43:15.0,Com
IC4020,G,13:00:03.40,+38:36:35.6,CVn
IC4021,G,13:00:14.74,+28:02:28.7,Com
IC4022,*,13:00:04.93,+38:28:44.1,CVn
IC4023,G,13:00:26.54,+19:05:50.4,Com
IC4024,*,13:00:03.97,+40:30:32.9,CVn
IC4025,G,13:00:28.36,+19:06:18.1,Com
IC4026,G,13:00:22.14,+28:02:49.2,Com
IC4027,G,13:00:13.62,+37:08:29.1,CVn
IC4028,G,13:00:16.13,+36:15:14.8,CVn
IC4029,G,13:00:14.20,+38:45:35.0,CVn
IC4030,G,13:00:27.97,+27:57:21.5,Com
IC4031,G,13:00:15.48,+39:08:41.8,CVn
IC4032,G,13:00:25.65,+28:52:04.1,Com
IC4033,G,13:00:28.39,+27:58:20.7,Com
IC4034,G,13:00:19.59,+37:02:46.3,CVn
IC4035,GPair,13:00:17.34,+40:18:05.2,CVn
IC4035 NED01,G,13:00:16.69,+40:17:58.7,CVn
IC4035 NED02,G,13:00:18.00,+40:18:08.5,CVn
IC4036,*,13:00:20.75,+36:54:32.6,CVn
IC4037,G,13:00:19.42,+39:00:09.5,CVn
IC4038,G,13:00:21.77,+37:02:21.7,CVn
IC4039,G,13:00:39.38,+21:41:30.2,Com
IC4040,G,13:00:37.93,+28:03:26.5,Com
IC4041,G,13:00:40.85,+27:59:47.8,Com
IC4042,G,13:00:42.77,+27:58:17.0,Com
IC4043,G,13:00:34.68,+37:04:18.9,CVn
IC4044,G,13:00:47.41,+27:55:19.8,Com
IC4045,G,13:00:48.64,+28:05:26.8,Com
IC4046,*,13:00:39.43,+36:41:09.3,CVn
IC4047,G,13:00:57.69,+19:41:13.2,Com
IC4048,G,13:00:38.15,+39:49:51.5,CVn
IC4049,G,13:00:42.66,+36:20:44.0,CVn
IC4050,**,13:00:43.82,+36:44:23.5,CVn
IC4051,G,13:00:51.56,+28:02:34.1,Com
IC4052,**,13:00:41.92,+39:40:03.5,CVn
IC4053,*,13:01:01.31,+22:55:29.0,Com
IC4054,*,13:01:01.36,+22:54:18.1,Com
IC4055,Other,13:01:02.63,+22:54:30.8,Com
IC4056,G,13:00:44.29,+39:45:14.9,CVn
IC4057,*,13:01:05.26,+23:09:27.7,Com
IC4058,G,13:01:09.34,+19:29:39.0,Com
IC4059,G,13:01:15.47,+19:16:24.8,Com
IC4060,G,13:00:52.56,+40:35:04.4,CVn
IC4061,GPair,13:00:57.64,+39:34:57.9,CVn
IC4061 NED01,G,13:00:57.39,+39:34:59.2,CVn
IC4061 NED02,G,13:00:58.10,+39:35:02.2,CVn
IC4062,G,13:00:58.64,+39:51:32.2,CVn
IC4063,G,13:01:06.65,+39:14:42.7,CVn
IC4064,G,13:01:06.73,+39:50:29.3,CVn
IC4065,G,13:01:10.99,+39:44:40.1,CVn
IC4066,*,13:01:40.16,+19:16:21.4,Com
IC4067,G,13:01:20.10,+39:56:25.3,CVn
IC4068,G,13:01:20.18,+39:53:56.6,CVn
IC4069,G,13:01:24.78,+36:06:45.8,CVn
IC4070,G,13:01:43.29,+19:18:07.0,Com
IC4071,G,13:02:04.09,-07:36:11.5,Vir
IC4072,*,13:01:25.84,+37:21:13.4,CVn
IC4073,G,13:01:25.71,+39:54:51.4,CVn
IC4074,G,13:01:48.98,+19:00:31.9,Com
IC4075,G,13:01:48.56,+19:57:54.0,Com
IC4076,G,13:01:48.59,+23:23:20.8,Com
IC4077,G,13:01:34.05,+37:23:10.4,CVn
IC4078,**,13:01:35.66,+36:35:35.6,CVn
IC4079,G,13:01:56.79,+19:14:55.7,Com
IC4080,GPair,13:01:57.80,+19:15:16.9,Com
IC4080 NED01,G,13:01:57.71,+19:15:11.7,Com
IC4080 NED02,G,13:01:58.25,+19:15:21.3,Com
IC4081,G,13:01:55.30,+22:46:15.7,Com
IC4082,G,13:01:39.09,+37:20:29.9,CVn
IC4083,G,13:01:38.91,+38:08:32.5,CVn
IC4084,**,13:01:41.03,+36:57:56.4,CVn
IC4085,G,13:01:38.19,+39:42:09.7,CVn
IC4086,G,13:01:42.84,+36:38:54.3,CVn
IC4087,G,13:02:00.41,+19:59:42.7,Com
IC4088,Dup,13:01:43.37,+29:02:40.8,Com
IC4089,G,13:02:01.85,+19:30:10.4,Com
IC4090,*,13:01:46.30,+36:50:16.6,CVn
IC4091,G,13:02:12.96,+19:53:34.8,Com
IC4092,*,13:02:13.63,+19:11:03.0,Com
IC4093,Other,13:02:03.99,+28:59:41.1,Com
IC4094,G,13:01:58.59,+37:47:42.1,CVn
IC4095,G,13:02:20.38,+19:05:58.9,Com
IC4096,G,13:02:16.96,+24:00:39.0,Com
IC4097,*,13:02:04.94,+36:36:19.6,CVn
IC4098,G,13:02:03.84,+37:58:51.2,CVn
IC4099,G,13:02:23.23,+24:01:45.0,Com
IC4100,G,13:02:04.91,+40:24:30.1,CVn
IC4101,*,13:02:13.75,+39:56:25.3,CVn
IC4102,G,13:02:17.99,+36:09:08.8,CVn
IC4103,G,13:02:19.05,+38:01:03.0,CVn
IC4104,G,13:02:18.12,+38:35:32.7,CVn
IC4105,G,13:02:19.00,+38:16:16.6,CVn
IC4106,G,13:02:38.44,+28:06:52.5,Com
IC4107,G,13:02:41.87,+21:59:50.6,Com
IC4108,G,13:02:31.53,+38:28:42.6,CVn
IC4109,*,13:02:57.97,+19:00:13.3,Com
IC4110,G,13:02:58.29,+19:13:37.1,Com
IC4111,G,13:02:56.57,+28:04:13.5,Com
IC4112,*,13:02:45.16,+37:12:43.8,CVn
IC4113,G,13:03:03.31,+20:28:24.2,Com
IC4114,G,13:02:41.83,+40:06:16.3,CVn
IC4115,G,13:02:48.73,+37:13:23.6,CVn
IC4116,*,13:03:10.12,+19:05:00.1,Com
IC4117,*,13:02:48.60,+40:31:29.6,CVn
IC4118,G,13:02:51.70,+38:17:34.6,CVn
IC4119,G,13:03:15.17,+19:13:58.0,Com
IC4120,*,13:03:01.55,+37:04:54.0,CVn
IC4121,*,13:03:21.52,+19:16:56.3,Com
IC4122,G,13:03:24.43,+20:11:48.9,Com
IC4123,G,13:03:05.82,+38:18:52.1,CVn
IC4124,G,13:03:31.57,+22:50:48.5,Com
IC4125,G,13:03:34.97,+18:48:12.2,Com
IC4126,*,13:03:36.45,+19:19:24.4,Com
IC4127,G,13:03:17.40,+38:02:48.9,CVn
IC4128,G,13:03:41.24,+20:12:59.9,Com
IC4129,G,13:03:43.97,+18:52:37.7,Com
IC4130,G,13:03:46.59,+19:16:17.5,Com
IC4131,G,13:03:25.58,+38:57:04.6,CVn
IC4132,*,13:03:33.84,+38:22:39.3,CVn
IC4133,G,13:03:50.80,+27:59:18.2,Com
IC4134,Dup,13:02:04.15,-11:22:42.3,Vir
IC4135,G,13:03:37.39,+40:14:56.3,CVn
IC4136,Dup,13:04:19.11,-07:38:58.0,Vir
IC4137,G,13:03:59.30,+22:44:23.9,Com
IC4138,G,13:04:02.11,+20:39:55.8,Com
IC4139,G,13:04:04.15,+19:17:41.9,Com
IC4140,G,13:04:06.04,+20:05:46.9,Com
IC4141,G,13:04:07.73,+19:12:38.3,Com
IC4142,*,13:03:47.19,+38:11:42.3,CVn
IC4143,*,13:03:45.50,+40:12:25.5,CVn
IC4144,G,13:03:50.07,+36:56:36.2,CVn
IC4145,G,13:03:49.77,+38:17:11.7,CVn
IC4146,G,13:04:10.38,+19:16:41.7,Com
IC4147,G,13:04:09.43,+20:15:03.2,Com
IC4148,G,13:04:10.69,+19:15:33.0,Com
IC4149,G,13:04:10.82,+22:17:22.8,Com
IC4150,*,13:04:13.04,+21:59:12.2,Com
IC4151,GTrpl,13:03:58.94,+36:51:28.4,CVn
IC4151 NED01,G,13:03:59.08,+36:51:28.9,CVn
IC4151 NED02,G,13:03:59.34,+36:51:30.4,CVn
IC4152,G,13:03:58.46,+38:11:55.0,CVn
IC4153,*,13:04:26.57,+19:02:41.9,Com
IC4154,G,13:04:28.27,+23:34:30.1,Com
IC4155,*,13:04:08.90,+40:00:55.6,CVn
IC4156,Dup,13:04:55.96,-07:56:51.7,Vir
IC4157,*,13:04:18.58,+38:39:48.9,CVn
IC4158,G,13:04:24.64,+36:28:47.6,CVn
IC4159,G,13:04:45.99,+22:14:31.7,Com
IC4160,G,13:04:48.06,+22:53:32.9,Com
IC4161,G,13:04:35.32,+39:58:38.9,CVn
IC4162,G,13:05:02.99,+20:33:17.3,Com
IC4163,G,13:05:08.01,+20:46:14.6,Com
IC4164,G,13:05:14.49,+20:32:49.6,Com
IC4165,G,13:04:56.96,+39:55:29.7,CVn
IC4166,G,13:05:18.59,+31:26:32.3,CVn
IC4167,G,13:05:30.75,+21:54:36.1,Com
IC4168,G,13:05:10.71,+40:02:58.9,CVn
IC4169,GPair,13:05:12.09,+38:46:20.9,CVn
IC4169 NED01,G,13:05:12.01,+38:46:14.5,CVn
IC4169 NED02,G,13:05:12.52,+38:46:24.8,CVn
IC4170,GPair,13:05:34.85,+21:08:06.1,Com
IC4170 NED01,G,13:05:34.99,+21:08:05.8,Com
IC4170 NED02,G,13:05:35.27,+21:07:46.9,Com
IC4171,G,13:05:18.81,+36:06:10.4,CVn
IC4172,G,13:06:33.36,+22:51:01.4,Com
IC4173,Dup,13:03:54.73,-11:30:18.2,Vir
IC4174,*,13:05:28.56,+36:23:47.1,CVn
IC4175,G,13:05:47.47,+20:22:28.9,Com
IC4176,Dup,13:03:56.74,-11:29:53.0,Vir
IC4177,G,13:06:28.95,-13:34:17.9,Vir
IC4178,G,13:05:41.50,+36:01:02.9,CVn
IC4179,*,13:05:45.90,+37:11:52.1,CVn
IC4180,G,13:06:56.49,-23:55:01.6,Hya
IC4181,G,13:06:06.42,+21:29:38.0,Com
IC4182,G,13:05:49.54,+37:36:17.6,CVn
IC4183,G,13:06:11.56,+21:30:15.7,Com
IC4184,G,13:05:51.77,+38:50:14.6,CVn
IC4185,GPair,13:06:12.64,+21:46:22.9,Com
IC4185 NED01,G,13:06:12.57,+21:46:09.3,Com
IC4185 NED02,G,13:06:12.77,+21:46:33.1,Com
IC4186,**,13:05:57.36,+36:59:09.8,CVn
IC4187,G,13:05:59.62,+36:17:54.5,CVn
IC4188,G,13:06:02.33,+36:19:41.6,CVn
IC4189,G,13:06:03.55,+35:58:49.2,CVn
IC4190,*,13:06:06.38,+37:36:36.1,CVn
IC4191,PN,13:08:47.23,-67:38:37.5,Mus
IC4192,Other,13:06:08.60,+37:36:20.0,CVn
IC4193,G,13:06:06.33,+39:25:25.0,CVn
IC4194,*,13:06:07.79,+38:52:24.9,CVn
IC4195,*,13:06:15.43,+37:02:23.2,CVn
IC4196,Dup,13:07:33.74,-24:00:30.8,Hya
IC4197,G,13:08:04.33,-23:47:48.7,Hya
IC4198,Dup,13:07:42.82,+24:48:38.1,Com
IC4199,*,13:07:32.67,+35:51:35.4,CVn
IC4200,G,13:09:34.76,-51:58:06.9,Cen
IC4201,G,13:07:51.22,+35:50:05.5,CVn
IC4202,G,13:08:31.58,+24:42:02.8,Com
IC4203,*,13:08:19.07,+40:25:40.4,CVn
IC4204,G,13:08:21.58,+39:27:40.2,CVn
IC4205,Dup,13:08:41.73,+52:46:27.4,UMa
IC4206,*,13:09:21.94,+39:01:20.1,CVn
IC4207,G,13:09:26.73,+37:49:22.6,CVn
IC4208,*,13:09:37.99,+37:15:20.1,CVn
IC4209,G,13:10:22.49,-07:10:14.5,Vir
IC4210,Dup,13:10:47.65,+29:42:35.6,Com
IC4211,*,13:10:56.48,+37:10:34.5,CVn
IC4212,G,13:12:02.99,-06:59:33.0,Vir
IC4213,G,13:12:11.22,+35:40:10.9,CVn
IC4214,G,13:17:42.69,-32:06:06.1,Cen
IC4215,G,13:16:16.83,+25:24:18.8,Com
IC4216,G,13:17:01.87,-10:46:12.0,Vir
IC4217,G,13:17:13.28,-13:09:14.7,Vir
IC4218,G,13:17:03.41,-02:15:40.6,Vir
IC4219,G,13:18:29.74,-31:37:51.2,Cen
IC4220,G,13:17:54.32,-13:36:19.7,Vir
IC4221,G,13:18:30.35,-14:36:32.0,Vir
IC4222,Dup,13:19:40.57,-27:25:44.3,Hya
IC4223,G,13:18:55.21,+07:47:43.8,Vir
IC4224,G,13:19:05.05,-02:30:55.1,Vir
IC4225,G,13:20:00.95,+31:58:53.0,CVn
IC4226,G,13:20:30.41,+32:00:14.1,CVn
IC4227,G,13:20:53.48,+32:11:26.8,CVn
IC4228,G,13:21:34.10,+25:30:58.5,Com
IC4229,G,13:22:26.13,-02:25:05.8,Vir
IC4230,G,13:21:59.20,+26:44:01.9,Com
IC4231,G,13:23:13.38,-26:18:01.4,Hya
IC4232,G,13:23:22.45,-26:06:34.2,Hya
IC4233,Dup,13:24:50.43,-30:18:27.1,Cen
IC4234,G,13:22:59.87,+27:06:59.1,Com
IC4235,G,13:23:52.97,-12:44:36.1,Vir
IC4236,Dup,13:23:27.45,+06:23:33.2,Vir
IC4237,G,13:24:32.76,-21:08:12.6,Vir
IC4238,G,13:23:59.95,+30:55:56.7,CVn
IC4239,G,13:24:25.43,+30:57:33.4,CVn
IC4240,G,13:24:27.56,+30:58:40.5,CVn
IC4241,G,13:24:46.55,+26:44:18.3,Com
IC4242,G,13:24:40.92,+31:01:35.4,CVn
IC4243,G,13:25:51.24,-27:37:36.8,Hya
IC4244,G,13:24:56.27,+26:27:48.7,Com
IC4245,G,13:25:59.05,-26:40:39.8,Hya
IC4246,G,13:26:00.25,-26:40:41.0,Hya
IC4247,G,13:26:44.43,-30:21:44.7,Cen
IC4248,G,13:26:47.22,-29:52:52.9,Hya
IC4249,G,13:27:06.56,-27:57:23.0,Hya
IC4250,G,13:26:08.94,+26:28:37.8,Com
IC4251,G,13:27:24.28,-29:26:39.7,Hya
IC4252,G,13:27:28.00,-27:19:29.2,Hya
IC4253,G,13:27:32.37,-27:52:19.7,Hya
IC4254,G,13:27:45.37,-27:13:21.1,Hya
IC4255,G,13:28:00.12,-27:21:15.5,Hya
IC4256,G,13:27:03.19,+30:58:36.6,CVn
IC4257,Other,13:27:20.33,+46:52:01.2,CVn
IC4258,G,13:27:53.26,+28:30:29.5,CVn
IC4259,G,13:29:28.15,-30:08:05.8,Hya
IC4260,G,13:29:40.42,-28:15:57.9,Hya
IC4261,G,13:29:47.66,-28:00:22.9,Hya
IC4262,G,13:30:23.10,-28:16:14.1,Hya
IC4263,G,13:28:33.19,+46:55:37.9,CVn
IC4264,G,13:30:17.72,-27:55:42.4,Hya
IC4265,G,13:30:22.97,-25:45:56.0,Hya
IC4266,G,13:29:05.63,+37:36:42.3,CVn
IC4267,G,13:30:36.10,-26:15:21.8,Hya
IC4268,G,13:29:12.33,+37:39:37.8,CVn
IC4269,G,13:29:21.04,+37:37:23.1,CVn
IC4270,G,13:30:49.09,-25:20:01.2,Hya
IC4271,GPair,13:29:21.40,+37:24:42.0,CVn
IC4271 NED01,G,13:29:21.44,+37:24:50.5,CVn
IC4271 NED02,G,13:29:21.31,+37:24:34.8,CVn
IC4272,G,13:31:16.56,-29:57:26.5,Hya
IC4273,G,13:31:29.86,-28:53:36.4,Hya
IC4274,Dup,13:33:32.91,-65:58:26.6,Mus
IC4275,G,13:31:51.30,-29:43:56.6,Hya
IC4276,G,13:32:06.26,-28:09:24.6,Hya
IC4277,G,13:30:16.72,+47:18:51.0,CVn
IC4278,G,13:30:27.55,+47:14:48.8,CVn
IC4279,G,13:32:30.97,-27:07:38.9,Hya
IC4280,G,13:32:53.40,-24:12:25.7,Hya
IC4281,G,13:32:38.25,-27:10:10.7,Hya
IC4282,G,13:31:19.77,+47:11:01.9,CVn
IC4283,G,13:32:10.68,+28:23:20.8,CVn
IC4284,G,13:31:31.94,+46:47:42.4,CVn
IC4285,G,13:31:45.54,+46:49:17.8,CVn
IC4286,G,13:33:35.65,-27:37:52.4,Hya
IC4287,GPair,13:32:39.00,+25:26:28.0,Com
IC4287 NED01,G,13:32:38.97,+25:26:28.0,Com
IC4287 NED02,G,13:32:39.66,+25:26:24.7,Com
IC4288,G,13:34:30.42,-27:18:15.2,Hya
IC4289,G,13:34:47.81,-27:07:37.5,Hya
IC4290,G,13:35:19.58,-28:01:18.5,Hya
IC4291,OCl,13:36:56.41,-62:05:35.2,Cen
IC4292,G,13:35:46.60,-27:40:25.9,Hya
IC4293,G,13:36:02.26,-25:52:56.3,Hya
IC4294,G,13:36:31.23,-28:46:52.1,Hya
IC4295,G,13:36:34.46,-29:05:22.0,Hya
IC4296,G,13:36:39.03,-33:57:57.0,Cen
IC4297,G,13:35:19.25,+26:25:29.2,Com
IC4298,G,13:36:34.73,-26:33:13.9,Hya
IC4299,G,13:36:47.48,-34:03:56.9,Cen
IC4300,G,13:35:25.20,+33:25:11.3,CVn
IC4301,G,13:35:35.80,+33:22:28.2,CVn
IC4302,G,13:35:35.95,+33:28:46.5,CVn
IC4303,G,13:37:18.22,-28:39:28.7,Hya
IC4304,G,13:35:57.88,+33:25:48.1,CVn
IC4305,G,13:35:58.37,+33:28:26.1,CVn
IC4306,G,13:36:19.64,+33:25:24.4,CVn
IC4307,G,13:36:36.17,+27:14:31.9,Boo
IC4308,Other,13:36:52.36,+32:44:00.1,CVn
IC4309,G,13:38:50.04,-29:39:45.8,Hya
IC4310,G,13:38:57.14,-25:50:44.6,Hya
IC4311,G,13:40:07.96,-51:02:10.1,Cen
IC4312,G,13:40:30.90,-51:04:15.2,Cen
IC4313,G,13:38:20.71,+26:45:35.2,Boo
IC4314,G,13:38:25.07,+26:44:33.0,Boo
IC4315,G,13:40:03.19,-25:28:28.4,Hya
IC4316,G,13:40:18.41,-28:53:32.0,Hya
IC4317,G,13:41:45.82,+27:06:22.9,Boo
IC4318,G,13:43:22.69,-28:58:04.6,Hya
IC4319,G,13:43:26.57,-29:48:12.5,Hya
IC4320,G,13:44:03.72,-27:13:54.1,Hya
IC4321,G,13:44:31.25,-30:08:22.5,Cen
IC4322,G,13:43:44.15,+25:23:31.7,Boo
IC4323,G,13:45:06.88,-28:39:04.5,Hya
IC4324,G,13:45:27.31,-30:13:38.0,Cen
IC4325,G,13:47:39.65,-29:26:03.7,Hya
IC4326,G,13:48:21.49,-29:37:35.0,Hya
IC4327,G,13:48:43.80,-30:13:03.0,Cen
IC4328,G,13:49:02.90,-29:56:13.3,Hya
