Name,Type,RA,Dec,Const
NGC3479,G,10:58:55.48,-14:57:41.0,Crt
NGC3480,Dup,10:58:07.60,+09:16:34.1,Leo
NGC3481,G,10:59:26.17,-07:32:37.1,Crt
NGC3482,G,10:58:34.27,-46:35:02.0,Vel
NGC3483,G,10:59:00.18,-28:28:37.1,Hya
NGC3484,Other,10:57:24.05,-19:37:59.7,Crt
NGC3485,G,11:00:02.38,+14:50:29.7,Leo
NGC3486,G,11:00:23.87,+28:58:30.5,LMi
NGC3487,G,11:00:46.55,+17:35:15.4,Leo
NGC3488,G,11:01:23.61,+57:40:39.6,UMa
NGC3489,G,11:00:18.57,+13:54:04.4,Leo
NGC3490,G,10:59:54.41,+09:21:42.8,Leo
NGC3491,G,11:00:35.40,+12:09:41.6,Leo
NGC3492,GPair,11:00:57.00,+10:30:18.0,Leo
NGC3492 NED01,G,11:00:56.75,+10:30:15.2,Leo
NGC3492 NED02,G,11:00:57.42,+10:30:19.7,Leo
NGC3493,G,11:01:27.83,+27:43:10.5,LMi
NGC3494,**,11:01:10.91,+03:46:27.5,Leo
NGC3495,G,11:01:16.23,+03:37:40.6,Leo
NGC3496,OCl,10:59:33.81,-60:20:12.7,Car
NGC3497,G,11:07:18.07,-19:28:17.6,Crt
NGC3498,Other,11:01:42.19,+14:21:02.6,Leo
NGC3499,G,11:03:11.03,+56:13:18.2,UMa
NGC3500,G,11:01:51.47,+75:12:04.9,Dra
NGC3501,G,11:02:47.27,+17:59:21.6,Leo
NGC3502,Dup,10:58:55.48,-14:57:41.0,Crt
NGC3503,RfN,11:01:17.24,-59:50:44.7,Car
NGC3504,G,11:03:11.21,+27:58:21.0,LMi
NGC3505,Dup,11:02:59.67,-16:17:22.0,Crt
NGC3506,G,11:03:12.97,+11:04:36.0,Leo
NGC3507,G,11:03:25.36,+18:08:07.6,Leo
NGC3508,G,11:02:59.67,-16:17:22.0,Crt
NGC3509,G,11:04:23.55,+04:49:43.0,Leo
NGC3510,G,11:03:43.37,+28:53:13.8,LMi
NGC3511,G,11:03:23.77,-23:05:12.4,Crt
NGC3512,G,11:04:02.94,+28:02:12.5,LMi
NGC3513,G,11:03:46.08,-23:14:43.8,Crt
NGC3514,G,11:03:59.90,-18:46:50.1,Crt
NGC3515,G,11:04:37.24,+28:13:40.7,LMi
NGC3516,G,11:06:47.49,+72:34:06.9,UMa
NGC3517,G,11:05:36.81,+56:31:29.7,UMa
NGC3518,Dup,10:04:02.11,-06:28:29.2,Sex
NGC3519,OCl,11:04:02.77,-61:22:05.7,Car
NGC3520,G,11:07:09.21,-18:01:25.3,Crt
NGC3521,G,11:05:48.58,-00:02:09.1,Leo
NGC3522,G,11:06:40.46,+20:05:08.0,Leo
NGC3523,G,11:03:06.32,+75:06:56.7,Dra
NGC3524,G,11:06:32.10,+11:23:07.5,Leo
NGC3525,Dup,11:07:18.07,-19:28:17.6,Crt
NGC3526,G,11:06:56.63,+07:10:26.1,Leo
NGC3527,G,11:07:18.19,+28:31:40.0,UMa
NGC3528,Dup,11:07:18.07,-19:28:17.6,Crt
NGC3529,G,11:07:19.12,-19:33:20.3,Crt
NGC3530,G,11:08:40.38,+57:13:48.7,UMa
NGC3531,Dup,11:06:56.63,+07:10:26.1,Leo
NGC3532,OCl,11:05:47.82,-58:46:13.8,Car
NGC3533,G,11:07:07.55,-37:10:21.5,Cen
NGC3534,G,11:08:55.66,+26:36:37.8,Leo
NGC3534B,G,11:08:57.17,+26:35:46.1,Leo
NGC3535,G,11:08:33.92,+04:49:54.8,Leo
NGC3536,G,11:08:51.20,+28:28:32.5,UMa
NGC3537,GPair,11:08:26.70,-10:15:28.0,Crt
NGC3537 NED01,G,11:08:26.51,-10:15:21.7,Crt
NGC3537 NED02,G,11:08:26.93,-10:15:31.8,Crt
NGC3538,**,11:11:34.34,+75:34:11.0,Dra
NGC3539,G,11:09:08.84,+28:40:21.1,UMa
NGC3540,G,11:09:16.08,+36:01:15.9,UMa
NGC3541,G,11:08:32.21,-10:29:30.6,Crt
NGC3542,G,11:09:55.47,+36:56:47.4,UMa
NGC3543,G,11:10:56.45,+61:20:49.3,UMa
NGC3544,G,11:11:30.47,-18:17:22.2,Crt
NGC3545,GPair,11:10:12.70,+36:57:56.0,UMa
NGC3545A,G,11:10:12.25,+36:57:53.2,UMa
NGC3545B,G,11:10:13.25,+36:57:59.6,UMa
NGC3546,G,11:09:46.79,-13:22:51.1,Crt
NGC3547,G,11:09:55.94,+10:43:15.0,Leo
NGC3548,Dup,11:09:16.08,+36:01:15.9,UMa
NGC3549,G,11:10:56.87,+53:23:16.0,UMa
NGC3550,GPair,11:10:38.70,+28:46:06.0,UMa
NGC3550 NED01,G,11:10:38.60,+28:46:04.0,UMa
NGC3550 NED02,G,11:10:38.40,+28:46:03.4,UMa
NGC3551,G,11:09:44.44,+21:45:32.1,Leo
NGC3552,G,11:10:42.85,+28:41:35.4,UMa
NGC3553,G,11:10:40.48,+28:41:05.1,UMa
NGC3554,G,11:10:47.82,+28:39:37.0,UMa
NGC3555,G,11:09:50.33,+21:48:36.7,Leo
NGC3556,G,11:11:30.97,+55:40:26.8,UMa
NGC3557,G,11:09:57.64,-37:32:21.0,Cen
NGC3557B,G,11:09:32.13,-37:20:58.7,Cen
NGC3558,G,11:10:55.87,+28:32:37.7,UMa
NGC3559,G,11:10:45.21,+12:00:58.1,Leo
NGC3560,Dup,11:10:45.21,+12:00:58.1,Leo
NGC3561,G,11:11:13.20,+28:41:47.3,UMa
NGC3562,G,11:12:58.68,+72:52:45.5,Dra
NGC3563,GPair,11:11:24.50,+26:57:45.0,Leo
NGC3563A,G,11:11:23.73,+26:57:42.7,Leo
NGC3563B,G,11:11:25.20,+26:57:48.9,Leo
NGC3564,G,11:10:36.38,-37:32:51.3,Cen
NGC3565,G,11:07:47.65,-20:01:17.6,Crt
NGC3566,Dup,11:07:47.65,-20:01:17.6,Crt
NGC3567,G,11:11:18.68,+05:50:10.7,Leo
NGC3568,G,11:10:48.57,-37:26:52.3,Cen
NGC3569,G,11:12:08.09,+35:27:07.7,UMa
NGC3570,G,11:12:03.35,+27:35:23.2,Leo
NGC3571,Dup,11:11:30.47,-18:17:22.2,Crt
NGC3572,OCl,11:10:19.20,-60:14:54.1,Car
NGC3573,G,11:11:18.57,-36:52:31.9,Cen
NGC3574,G,11:12:12.13,+27:37:29.4,Leo
NGC3575,Dup,10:13:31.59,+22:44:15.2,Leo
NGC3576,HII,11:11:31.67,-61:21:46.8,Car
NGC3577,G,11:13:44.90,+48:16:21.8,UMa
NGC3578,Other,11:12:52.79,-15:57:26.1,Crt
NGC3579,Neb,11:11:59.60,-61:14:35.6,Car
NGC3580,G,11:13:15.93,+03:39:26.4,Leo
NGC3581,HII,11:12:01.96,-61:18:06.7,Car
NGC3582,Neb,11:12:11.97,-61:16:24.8,Car
NGC3583,G,11:14:10.89,+48:19:06.7,UMa
NGC3584,Neb,11:12:19.79,-61:13:43.0,Car
NGC3585,G,11:13:17.09,-26:45:17.4,Hya
NGC3586,Neb,11:12:29.94,-61:21:08.1,Car
NGC3587,PN,11:14:47.71,+55:01:08.5,UMa
NGC3588,GPair,11:14:02.70,+20:23:19.0,Leo
NGC3589,G,11:15:13.33,+60:41:59.7,UMa
NGC3590,OCl,11:12:58.97,-60:47:20.5,Car
NGC3591,G,11:14:03.31,-14:05:14.4,Crt
NGC3592,G,11:14:27.37,+17:15:36.0,Leo
NGC3593,G,11:14:37.00,+12:49:03.6,Leo
NGC3594,G,11:16:13.99,+55:42:15.6,UMa
NGC3595,G,11:15:25.55,+47:26:49.3,UMa
NGC3596,G,11:15:06.21,+14:47:13.3,Leo
NGC3597,G,11:14:41.97,-23:43:39.7,Crt
NGC3598,G,11:15:11.67,+17:15:45.7,Leo
NGC3599,G,11:15:26.96,+18:06:37.4,Leo
NGC3600,G,11:15:52.01,+41:35:27.7,UMa
NGC3601,G,11:15:33.30,+05:06:55.5,Leo
NGC3602,G,11:15:48.32,+17:24:58.0,Leo
NGC3603,Cl+N,11:15:06.59,-61:15:40.4,Car
NGC3604,G,11:17:30.17,+04:33:20.1,Leo
NGC3605,G,11:16:46.59,+18:01:01.8,Leo
NGC3606,G,11:16:15.63,-33:49:38.8,Hya
NGC3607,G,11:16:54.64,+18:03:06.3,Leo
NGC3608,G,11:16:58.95,+18:08:55.3,Leo
NGC3609,G,11:17:50.62,+26:37:32.9,Leo
NGC3610,G,11:18:25.27,+58:47:10.6,UMa
NGC3611,Dup,11:17:30.17,+04:33:20.1,Leo
NGC3612,G,11:18:14.72,+26:37:14.0,Leo
NGC3613,G,11:18:36.11,+58:00:00.0,UMa
NGC3614,G,11:18:21.32,+45:44:53.6,UMa
NGC3614A,G,11:18:11.87,+45:43:00.8,UMa
NGC3615,G,11:18:06.65,+23:23:50.4,Leo
NGC3616,*,11:18:08.87,+14:45:54.8,Leo
NGC3617,G,11:17:50.86,-26:08:03.9,Hya
NGC3618,G,11:18:32.54,+23:28:08.7,Leo
NGC3619,G,11:19:21.56,+57:45:28.2,UMa
NGC3620,G,11:16:04.68,-76:12:58.7,Cha
NGC3621,G,11:18:16.51,-32:48:50.6,Hya
NGC3622,G,11:20:12.37,+67:14:29.6,UMa
NGC3623,G,11:18:55.92,+13:05:32.5,Leo
NGC3624,G,11:18:50.98,+07:31:17.0,Leo
NGC3625,G,11:20:31.34,+57:46:53.1,UMa
NGC3626,G,11:20:03.81,+18:21:24.6,Leo
NGC3627,G,11:20:14.96,+12:59:29.5,Leo
NGC3628,G,11:20:16.97,+13:35:22.9,Leo
NGC3629,G,11:20:31.81,+26:57:48.1,Leo
NGC3630,G,11:20:16.98,+02:57:51.8,Leo
NGC3631,G,11:21:02.87,+53:10:10.4,UMa
NGC3632,Dup,11:20:03.81,+18:21:24.6,Leo
NGC3633,G,11:20:26.22,+03:35:08.2,Leo
NGC3634,G,11:20:30.31,-09:00:49.5,Crt
NGC3635,G,11:20:31.39,-09:00:49.0,Crt
NGC3636,G,11:20:25.04,-10:16:54.4,Crt
NGC3637,G,11:20:39.57,-10:15:26.5,Crt
NGC3638,G,11:20:10.03,-08:06:20.5,Crt
NGC3639,G,11:21:35.68,+18:27:30.9,Leo
NGC3640,G,11:21:06.85,+03:14:05.4,Leo
NGC3641,G,11:21:08.81,+03:11:40.5,Leo
NGC3642,G,11:22:17.89,+59:04:28.3,UMa
NGC3643,G,11:21:24.99,+03:00:50.1,Leo
NGC3644,G,11:21:32.87,+02:48:37.6,Leo
NGC3645,Dup,11:20:16.98,+02:57:51.8,Leo
NGC3646,G,11:21:43.08,+20:10:10.4,Leo
NGC3647,G,11:21:38.58,+02:53:30.2,Leo
NGC3648,G,11:22:31.51,+39:52:36.8,UMa
NGC3649,G,11:22:14.74,+20:12:30.7,Leo
NGC3650,G,11:22:35.39,+20:42:14.1,Leo
NGC3651,GPair,11:22:26.30,+24:17:50.0,Leo
NGC3651 NED01,G,11:22:26.32,+24:17:56.7,Leo
NGC3651 NED02,G,11:22:26.38,+24:17:43.6,Leo
NGC3652,G,11:22:39.03,+37:45:54.4,UMa
NGC3653,G,11:22:30.07,+24:16:45.4,Leo
NGC3654,G,11:24:10.74,+69:24:47.1,UMa
NGC3655,G,11:22:54.62,+16:35:24.1,Leo
NGC3656,G,11:23:38.65,+53:50:31.6,UMa
NGC3657,G,11:23:55.58,+52:55:15.6,UMa
NGC3658,G,11:23:58.26,+38:33:44.4,UMa
NGC3659,G,11:23:45.54,+17:49:07.2,Leo
NGC3660,G,11:23:32.28,-08:39:30.8,Crt
NGC3661,G,11:23:38.43,-13:49:52.0,Crt
NGC3662,G,11:23:46.46,-01:06:17.5,Leo
NGC3663,G,11:23:59.91,-12:17:47.2,Crt
NGC3664,G,11:24:24.25,+03:19:30.0,Leo
NGC3664A,G,11:24:25.10,+03:13:21.0,Leo
NGC3665,G,11:24:43.67,+38:45:46.3,UMa
NGC3666,G,11:24:26.07,+11:20:32.0,Leo
NGC3667,G,11:24:17.02,-13:51:26.3,Crt
NGC3667A,G,11:24:21.49,-13:51:20.9,Crt
NGC3668,G,11:25:30.44,+63:26:46.8,UMa
NGC3669,G,11:25:26.76,+57:43:16.5,UMa
NGC3670,G,11:24:49.66,+23:56:42.8,Leo
NGC3671,G,11:25:52.55,+60:28:46.5,UMa
NGC3672,G,11:25:02.47,-09:47:43.4,Crt
NGC3673,G,11:25:12.85,-26:44:12.2,Hya
NGC3674,G,11:26:26.61,+57:02:54.2,UMa
NGC3675,G,11:26:08.58,+43:35:09.3,UMa
NGC3676,G,11:25:37.50,-11:08:22.8,Crt
NGC3677,G,11:26:17.76,+46:58:26.8,UMa
NGC3678,G,11:26:15.76,+27:52:01.7,Leo
NGC3679,G,11:21:48.06,-05:45:27.7,Leo
NGC3680,OCl,11:25:37.08,-43:15:00.4,Cen
NGC3681,G,11:26:29.80,+16:51:47.5,Leo
NGC3682,G,11:27:41.20,+66:35:23.4,Dra
NGC3683,G,11:27:31.85,+56:52:37.4,UMa
NGC3683A,G,11:29:11.76,+57:07:56.4,UMa
NGC3684,G,11:27:11.20,+17:01:48.6,Leo
NGC3685,G,11:28:16.22,+04:19:38.2,Leo
NGC3686,G,11:27:43.97,+17:13:27.1,Leo
NGC3687,G,11:28:00.61,+29:30:39.8,UMa
NGC3688,G,11:27:44.45,-09:09:56.2,Crt
NGC3689,G,11:28:11.03,+25:39:40.2,Leo
NGC3690,GPair,11:28:32.30,+58:33:43.0,UMa
NGC3690A,G,11:28:31.02,+58:33:40.7,UMa
NGC3690B,G,11:28:33.63,+58:33:46.6,UMa
NGC3691,G,11:28:09.41,+16:55:13.7,Leo
NGC3692,G,11:28:24.01,+09:24:27.5,Leo
NGC3693,G,11:28:11.57,-13:11:41.5,Crt
NGC3694,G,11:28:54.13,+35:24:50.4,UMa
NGC3695,G,11:29:17.09,+35:34:32.6,UMa
NGC3696,G,11:28:43.89,-11:16:58.2,Crt
NGC3697,G,11:28:50.38,+20:47:42.1,Leo
NGC3698,Dup,11:29:17.09,+35:34:32.6,UMa
NGC3699,PN,11:27:57.15,-59:57:29.0,Cen
NGC3700,G,11:29:38.61,+35:30:52.7,UMa
NGC3701,G,11:29:28.92,+24:05:36.4,Leo
NGC3702,G,11:30:13.48,-08:51:46.5,Crt
NGC3703,G,11:29:09.36,-08:26:47.2,Crt
NGC3704,G,11:30:04.65,-11:32:46.8,Crt
NGC3705,G,11:30:07.46,+09:16:35.9,Leo
NGC3705A,G,11:30:29.72,+09:23:16.6,Leo
NGC3705B,G,11:29:43.70,+09:12:20.9,Leo
NGC3706,G,11:29:44.43,-36:23:28.7,Cen
NGC3707,G,11:30:11.56,-11:32:36.6,Crt
NGC3708,Other,11:30:39.28,-03:13:21.3,Leo
NGC3709,Other,11:30:39.27,-03:15:21.3,Leo
NGC3710,G,11:31:06.94,+22:46:05.0,Leo
NGC3711,G,11:29:25.52,-11:04:44.7,Crt
NGC3712,G,11:31:09.15,+28:34:04.6,UMa
NGC3713,G,11:31:42.02,+28:09:12.9,Leo
NGC3714,G,11:31:53.61,+28:21:30.5,UMa
NGC3715,G,11:31:32.34,-14:13:52.9,Crt
NGC3716,G,11:31:41.13,+03:29:16.8,Leo
NGC3717,G,11:31:31.99,-30:18:27.9,Hya
NGC3718,G,11:32:34.85,+53:04:04.5,UMa
NGC3719,G,11:32:13.46,+00:49:09.4,Leo
NGC3720,G,11:32:21.60,+00:48:14.4,Leo
NGC3721,G,11:34:07.82,-09:28:01.7,Crt
NGC3722,G,11:34:23.31,-09:40:48.2,Crt
NGC3723,G,11:32:30.55,-09:58:10.3,Crt
NGC3724,G,11:34:28.68,-09:39:36.7,Crt
NGC3725,G,11:33:40.53,+61:53:16.8,UMa
NGC3726,G,11:33:21.12,+47:01:45.1,UMa
NGC3727,G,11:33:40.93,-13:52:44.0,Crt
NGC3728,G,11:33:15.78,+24:26:48.8,Leo
NGC3729,G,11:33:49.32,+53:07:32.0,UMa
NGC3730,G,11:34:16.88,-09:34:34.0,Crt
NGC3731,G,11:34:11.68,+12:30:44.3,Leo
NGC3732,G,11:34:13.94,-09:50:44.4,Crt
NGC3733,G,11:35:01.60,+54:51:01.8,UMa
NGC3734,G,11:34:40.68,-14:04:54.6,Crt
NGC3735,G,11:35:57.30,+70:32:08.1,Dra
NGC3736,G,11:35:41.73,+73:27:06.6,Dra
NGC3737,G,11:35:36.38,+54:56:54.8,UMa
NGC3738,G,11:35:48.79,+54:31:26.0,UMa
NGC3739,G,11:35:37.60,+25:05:19.1,Leo
NGC3740,G,11:36:12.28,+59:58:35.4,UMa
NGC3741,G,11:36:06.18,+45:17:01.1,UMa
NGC3742,G,11:35:32.51,-37:57:23.0,Cen
NGC3743,G,11:35:57.36,+21:43:21.4,Leo
NGC3744,G,11:35:57.87,+23:00:41.6,Leo
NGC3745,G,11:37:44.43,+22:01:16.6,Leo
NGC3746,G,11:37:43.62,+22:00:35.4,Leo
NGC3747,G,11:32:31.06,+74:22:42.2,Dra
NGC3748,G,11:37:49.06,+22:01:34.1,Leo
NGC3749,G,11:35:53.21,-37:59:50.5,Cen
NGC3750,G,11:37:51.64,+21:58:27.3,Leo
NGC3751,G,11:37:53.86,+21:56:11.3,Leo
NGC3752,G,11:32:32.21,+74:37:39.1,Dra
NGC3753,G,11:37:53.90,+21:58:53.0,Leo
NGC3754,G,11:37:54.92,+21:59:07.8,Leo
NGC3755,G,11:36:33.37,+36:24:37.2,UMa
NGC3756,G,11:36:48.02,+54:17:36.8,UMa
NGC3757,G,11:37:02.86,+58:24:55.9,UMa
NGC3758,G,11:36:29.10,+21:35:46.0,Leo
NGC3759,G,11:36:54.09,+54:49:23.9,UMa
NGC3759A,G,11:36:58.03,+55:09:43.4,UMa
NGC3760,Dup,10:36:56.04,+21:52:55.7,Leo
NGC3761,G,11:36:44.12,+22:59:31.3,Leo
NGC3762,G,11:37:23.83,+61:45:33.7,UMa
NGC3763,G,11:36:30.19,-09:50:48.1,Crt
NGC3764,GPair,11:36:54.10,+17:53:22.0,Leo
NGC3764 NED01,G,11:36:54.62,+17:53:19.0,Leo
NGC3764 NED02,G,11:36:53.66,+17:53:25.6,Leo
NGC3765,G,11:37:04.18,+24:05:46.5,Leo
NGC3766,OCl,11:36:14.39,-61:36:18.6,Cen
NGC3767,G,11:37:15.56,+16:52:37.8,Leo
NGC3768,G,11:37:14.48,+17:50:23.6,Leo
NGC3769,G,11:37:44.11,+47:53:35.1,UMa
NGC3769A,G,11:37:51.36,+47:52:52.8,UMa
NGC3770,G,11:37:58.74,+59:37:00.9,UMa
NGC3771,G,11:39:06.00,-09:20:53.5,Crt
NGC3772,G,11:37:48.48,+22:41:28.6,Leo
NGC3773,G,11:38:12.88,+12:06:43.4,Leo
NGC3774,G,11:38:30.26,-08:58:34.1,Crt
NGC3775,G,11:38:26.70,-10:38:19.6,Crt
NGC3776,G,11:38:17.98,-03:21:15.8,Vir
NGC3777,G,11:36:06.85,-12:34:08.7,Crt
NGC3778,G,11:38:21.41,-50:42:55.3,Cen
NGC3779,G,11:38:51.05,-10:35:01.5,Crt
NGC3780,G,11:39:22.36,+56:16:14.4,UMa
NGC3781,G,11:39:03.76,+26:21:42.3,Leo
NGC3782,G,11:39:20.76,+46:30:49.8,UMa
NGC3783,G,11:39:01.76,-37:44:19.2,Cen
NGC3784,G,11:39:29.80,+26:18:32.9,Leo
NGC3785,G,11:39:32.89,+26:18:08.2,Leo
NGC3786,G,11:39:42.55,+31:54:33.4,UMa
NGC3787,G,11:39:37.95,+20:27:16.9,Leo
NGC3788,G,11:39:44.65,+31:55:52.3,UMa
NGC3789,G,11:38:09.06,-09:36:25.7,Crt
NGC3790,G,11:39:47.26,+17:42:44.1,Leo
NGC3791,G,11:39:41.70,-09:22:02.1,Crt
NGC3792,**,11:39:38.53,+05:05:58.2,Vir
